web-scraper-order,web-scraper-start-url,name,description,image-src,link,link-href,rating,review-count
"1668875189-46541","https://www.udacity.com/courses/all?field=school-of-programming","2D Game Development with libGDX","This course explores how to use LibGDX to build 2D games that run anywhere, from web browsers to mobile devices. At the end you will create a full game, called Icicles.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud405_thumbnail.jpg","free2D Game Development with libGDXThis course explores how to use LibGDX to build 2D games that run anywhere, from web browsers to mobile devices. At the end you will create a full game, called Icicles.Skills CoveredLibGDX, Game Development, 2DView more +Program Detailsintermediate8 WeeksIn collaboration with:Amazon Appstore for AndroidProgram DetailsIn collaboration with:Amazon Appstore for Android","https://www.udacity.com/course/2d-game-development-with-libgdx--ud405","null","null"
"1668875189-46542","https://www.udacity.com/courses/all?field=school-of-programming","Intro to jQuery","Learn how to access and modify the DOM with ease using jQuery!","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud245_thumbnail.jpg","freeIntro to jQueryLearn how to access and modify the DOM with ease using jQuery!Skills CoveredjQuery, DOM Structure, Reading jQuery documentation, Modify HTML attributes and contentView more +Program Detailsintermediate2 DaysProgram Details","https://www.udacity.com/course/intro-to-jquery--ud245","null","null"
"1668875189-46543","https://www.udacity.com/courses/all?field=school-of-programming","How to create <anything> in Android","Learn to implement the newest Android user interface components while building apps in Android Studio.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud802_thumbnail.jpg","freeHow to create <anything> in AndroidLearn to implement the newest Android user interface components while building apps in Android Studio.Skills CoveredAndroid, UI, App DevelopmentView more +Program Detailsbeginner4 WeeksProgram Details","https://www.udacity.com/course/how-to-create-anything-in-android--ud802","null","null"
"1668875189-46544","https://www.udacity.com/courses/all?field=school-of-programming","Introduction to Graduate Algorithms","Learn advanced techniques for designing algorithms and apply them to hard computational problems.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/2XDIKTVb7GnCFj4gusYCuS/558da8b0e00c775132c4674e7a8773a4/nd-card.jpg","freeIntroduction to Graduate AlgorithmsLearn advanced techniques for designing algorithms and apply them to hard computational problems.View more +Program Detailsadvanced3 MonthsIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/introduction-to-graduate-algorithms--ud401","null","null"
"1668875189-46545","https://www.udacity.com/courses/all?field=school-of-programming","Dynamic Web Applications with Sinatra","Sinatra is a micro-framework for quickly developing small Ruby applications for the web. In this course, you'll learn all about Sinatra, routing, and templating.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud268_thumbnail.jpg","freeDynamic Web Applications with SinatraSinatra is a micro-framework for quickly developing small Ruby applications for the web. In this course, you'll learn all about Sinatra, routing, and templating.Skills CoveredRuby, Sinatra, Building web applicationsView more +Program Detailsintermediate2 WeeksProgram Details","https://www.udacity.com/course/dynamic-web-applications-with-sinatra--ud268","null","null"
"1668875189-46546","https://www.udacity.com/courses/all?field=school-of-programming","How to Make a Platformer Using libGDX","This course will explore how to create a game called Giga Gal. Giga Gal is a platformer in which you run, collect energy packs, jump a bunch, and shoot enemies.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud406_thumbnail.jpg","freeHow to Make a Platformer Using libGDXThis course will explore how to create a game called Giga Gal. Giga Gal is a platformer in which you run, collect energy packs, jump a bunch, and shoot enemies.Skills CoveredLibGDX, Game Development, Asset managementView more +Program Detailsintermediate8 WeeksIn collaboration with:Amazon Appstore for AndroidProgram DetailsIn collaboration with:Amazon Appstore for Android","https://www.udacity.com/course/how-to-make-a-platformer-using-libgdx--ud406","null","null"
"1668875189-46547","https://www.udacity.com/courses/all?field=school-of-programming","JavaScript Testing","Learn how to iterate on your web applications with confidence using the red-green-refactor workflow cycle and automated testing frameworks.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud549_thumbnail.jpg","freeJavaScript TestingLearn how to iterate on your web applications with confidence using the red-green-refactor workflow cycle and automated testing frameworks.Skills CoveredJavascript Apps, Jasmine testing framework, red-green-refactor workflowView more +Program Detailsintermediate2 WeeksProgram Details","https://www.udacity.com/course/javascript-testing--ud549","null","null"
"1668875189-46548","https://www.udacity.com/courses/all?field=school-of-programming","Object-Oriented JavaScript","","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud711_thumbnail.jpg","freeObject-Oriented JavaScriptSkills CoveredObject Oriented Javascript, Object-oriented programming, Data and functionality, Prototypal inheritanceView more +Program Detailsintermediate3 WeeksProgram Details","https://www.udacity.com/course/object-oriented-javascript--ud711","null","null"
"1668875189-46549","https://www.udacity.com/courses/all?field=school-of-programming","Localization Essentials","Localization is about making a product feel tailored to users around the world. Specifically, it is the process of adapting a product to a language, culture and market.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud610_thumbnail.jpg","freeLocalization EssentialsLocalization is about making a product feel tailored to users around the world. Specifically, it is the process of adapting a product to a language, culture and market.Skills CoveredLocalization, Google Translator Toolkit, Localization at GoogleView more +Program Detailsbeginner2 WeeksIn collaboration with:GoogleProgram DetailsIn collaboration with:Google","https://www.udacity.com/course/localization-essentials--ud610","null","null"
"1668875189-46550","https://www.udacity.com/courses/all?field=school-of-programming","Compilers: Theory and Practice","This course teaches the theory and practice behind building compilers for higher level programming languages.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud168_thumbnail.jpg","freeCompilers: Theory and PracticeThis course teaches the theory and practice behind building compilers for higher level programming languages.Skills CoveredCompilers, Semantic Analysis, Syntax Directed Translation, Control Flow AnalysisView more +Program DetailsintermediateIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/compilers-theory-and-practice--ud168","null","null"
"1668875189-46551","https://www.udacity.com/courses/all?field=school-of-programming","HTML5 Canvas","Learn how you can use HTML5 Canvas to create and modify images or even interactive animations.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud292_thumbnail.jpg","freeHTML5 CanvasLearn how you can use HTML5 Canvas to create and modify images or even interactive animations.Skills CoveredHTML5 Canvas, Canvas2D, Creating animationView more +Program Detailsbeginner2 WeeksProgram Details","https://www.udacity.com/course/html5-canvas--ud292","null","null"
"1668875189-46552","https://www.udacity.com/courses/all?field=school-of-programming","Object Oriented Programming in Java","Learn how to apply powerful object-oriented programming concepts in Java","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud283_thumbnail.jpg","freeObject Oriented Programming in JavaLearn how to apply powerful object-oriented programming concepts in JavaSkills CoveredObject-Oriented Programming, Java, User InteractionView more +Program Detailsintermediate4 WeeksProgram Details","https://www.udacity.com/course/object-oriented-programming-in-java--ud283","null","null"
"1668875189-46553","https://www.udacity.com/courses/all?field=school-of-programming","Designing RESTful APIs","Build and secure a web server with a RESTful Developer-Friendly API that developers will love to use.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud388_thumbnail.jpg","freeDesigning RESTful APIsBuild and secure a web server with a RESTful Developer-Friendly API that developers will love to use.Skills CoveredFlask, REST APIs, PythonView more +Program Detailsintermediate3 WeeksProgram Details","https://www.udacity.com/course/designing-restful-apis--ud388","null","null"
"1668875189-46554","https://www.udacity.com/courses/all?field=school-of-programming","GT - Refresher - Advanced OS","This course covers the essential Operating Systems concepts students need in preparation for the rest of the GT ""Advanced Operating Systems"" sequence.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud098_thumbnail.jpg","freeGT - Refresher - Advanced OSThis course covers the essential Operating Systems concepts students need in preparation for the rest of the GT ""Advanced Operating Systems"" sequence.Skills CoveredOperating Systems, Virtual Memory, File Systems, Multithreaded Programming, NetworkingView more +Program Detailsintermediate3 WeeksIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/gt-refresher-advanced-os--ud098","null","null"
